Customer_ID,Signup_Date,Age,Gender,Location,Income_Level,Customer_Segment,Acquisition_Channel,First_Purchase_Date,Total_Purchases,Total_Spend,Average_Order_Value,Churn_Status,Cohort_Month,Customer_Lifetime_Value,Tenure_Days,Last_Login_Date,Engagement_Score,Preferred_Category,Discount_Usage_Rate,Referral_Count,Payment_Method,Return_Rate,Satisfaction_Score,Email_Open_Rate,Mobile_App_User,Subscription_Type,Average_Session_Duration,Customer_Tier
507,14-04-2025,53,Other,Victoriaburgh,Low,Loyal,Referral,15-04-2025,11,2643.71,240.34,Inactive,25-Apr,5996.3,145,5/11/2025,17,Books,0.05,6,Credit Card,0.24,3,0.72,No,Gold,59.59,Platinum
508,17-10-2024,56,Male,Thomasview,Medium,Bargain Hunter,Social Media,20-10-2024,45,381.68,8.48,Inactive,24-Oct,466.84,324,27-06-2025,18,Healthcare,0.57,6,UPI,0.01,2,0.21,Yes,Premium,41.62,Silver
509,1/12/2025,48,Other,Douglasport,Medium,Occasional,Email,3/10/2025,34,3723.81,109.52,Inactive,25-Jan,7879.64,237,6/6/2025,55,Grocery,0.55,0,UPI,0.15,3,0.27,No,Premium,24.62,Bronze
510,5/8/2024,46,Female,New Brooke,Medium,Occasional,Email,29-05-2024,33,1979.29,59.98,Inactive,24-May,2400.37,486,9/1/2025,13,Books,0.86,7,Debit Card,0.23,5,0.55,Yes,Premium,47.53,Gold
511,10/4/2024,53,Other,New Michael,High,One-time,Email,28-11-2024,11,2079.27,189.02,Inactive,24-Oct,4287.01,337,10/10/2024,94,Travel,0.79,9,Debit Card,0.25,5,0.63,No,Gold,45,Platinum
512,4/5/2024,65,Female,New Laurenbury,Low,Loyal,Social Media,25-05-2024,13,1272.47,97.88,Inactive,24-Apr,2701.11,519,2/12/2025,45,Travel,0.53,2,Net Banking,0.28,1,0.46,No,Free,48.55,Silver
513,24-01-2024,37,Female,New Krista,High,Bargain Hunter,Ads,13-03-2024,39,1602.6,41.09,Inactive,24-Jan,2036.04,591,14-05-2025,45,Books,0.36,4,Wallet,0.11,1,0.27,Yes,Free,53.74,Silver
514,15-01-2024,62,Male,New Ryanside,Medium,Loyal,Referral,2/3/2024,37,1677.26,45.33,Inactive,24-Jan,2663.07,600,6/3/2025,12,Grocery,0.67,4,Debit Card,0.16,4,0.26,Yes,Free,34.42,Bronze
515,2/8/2024,47,Male,Dannychester,High,Loyal,Direct,3/10/2024,48,3802.2,79.21,Active,24-Feb,4737.02,576,18-02-2025,40,Fashion,0.2,2,Net Banking,0.19,1,0.18,No,Free,52.08,Gold
516,19-07-2024,58,Male,Romeroport,High,One-time,Direct,27-07-2024,1,1692.56,1692.56,Inactive,24-Jul,2271.46,414,7/5/2025,22,Books,0.46,8,Credit Card,0.02,1,0.36,Yes,Free,13.96,Platinum
517,19-08-2024,34,Male,Reynoldsmouth,Medium,High Spender,Ads,10/12/2024,21,1515.61,72.17,Inactive,24-Aug,2807.62,383,11/3/2024,6,Travel,0.31,4,Debit Card,0.11,1,0.68,No,Gold,49.33,Platinum
518,9/7/2023,32,Male,Theresaland,Low,Loyal,Referral,20-09-2023,5,2519.3,503.86,Active,23-Sep,3530.56,730,26-04-2024,42,Healthcare,0.13,3,Debit Card,0.01,3,0.22,No,Free,30.47,Gold
519,1/6/2024,46,Female,South Eric,Low,One-time,Direct,27-02-2024,31,3500.89,112.93,Inactive,24-Jan,7901.04,609,20-05-2025,15,Travel,0.02,0,Wallet,0.14,5,0.32,Yes,Gold,49.02,Bronze
520,8/1/2025,55,Female,Port Samantha,High,Occasional,Email,28-09-2025,39,2107.65,54.04,Active,25-Aug,4714.62,36,13-08-2025,42,Grocery,0,3,Credit Card,0.06,3,0.62,Yes,Gold,33.42,Silver
521,8/1/2025,19,Female,New Jenniferview,Medium,Loyal,Email,9/6/2025,46,3173.87,69,Active,25-Aug,7539.51,36,13-08-2025,50,Grocery,0.21,5,Wallet,0.03,2,0.61,No,Gold,18.56,Platinum
522,9/8/2024,29,Female,North Kristopherview,High,Loyal,Email,27-09-2024,2,1814.35,907.17,Inactive,24-Sep,3561.34,363,26-02-2025,52,Healthcare,0.01,2,Debit Card,0.08,1,0.66,Yes,Premium,8.08,Gold
523,31-03-2024,51,Other,Lake Brittany,Low,One-time,Social Media,4/10/2024,16,1355.91,84.74,Inactive,24-Mar,2788.66,524,2/5/2025,5,Books,0.13,3,Debit Card,0.27,3,0.62,No,Premium,53.91,Gold
524,8/12/2024,45,Female,Peterschester,Low,Occasional,Ads,23-09-2024,24,643.89,26.83,Active,24-Aug,1293.15,390,16-10-2024,52,Electronics,0.9,5,Net Banking,0.01,3,0.67,Yes,Premium,51.78,Silver
525,1/1/2024,47,Male,South Amber,Low,Loyal,Social Media,25-01-2024,12,3938.48,328.21,Active,24-Jan,6857.59,614,14-05-2025,16,Grocery,0.32,1,Net Banking,0.07,1,0.14,No,Premium,31.99,Platinum
526,30-12-2024,25,Male,Port Annburgh,Low,High Spender,Referral,13-01-2025,20,82.78,4.14,Inactive,24-Dec,163.21,250,21-08-2025,74,Grocery,0.57,2,Debit Card,0.25,5,0.3,Yes,Free,6.2,Gold
527,8/2/2025,48,Other,Marquezville,Low,Loyal,Social Media,30-08-2025,48,4894.62,101.97,Active,25-Aug,6120.69,35,9/4/2025,41,Fashion,0.72,3,Wallet,0.12,5,0.48,No,Premium,54.05,Silver
528,23-07-2025,28,Other,Rodriguezport,Medium,Bargain Hunter,Email,26-08-2025,16,1662.12,103.88,Inactive,25-Jul,2480.08,45,19-08-2025,48,Books,0.19,3,Credit Card,0.11,5,0.4,Yes,Free,13.11,Bronze
529,23-10-2023,37,Female,New Karenborough,Low,Bargain Hunter,Email,12/4/2023,30,1608.35,53.61,Inactive,23-Oct,2529.39,684,2/2/2025,34,Healthcare,0.72,8,Credit Card,0.14,1,0.27,No,Premium,27.51,Silver
530,5/6/2024,58,Male,Barreraside,High,High Spender,Direct,5/7/2024,16,238.92,14.93,Inactive,24-May,293.49,488,5/12/2025,33,Grocery,0.41,2,Wallet,0.29,4,0.69,No,Free,56.04,Bronze
531,3/2/2024,32,Female,North Timothyport,Medium,Occasional,Direct,28-04-2024,25,3944.2,157.77,Inactive,24-Mar,8657.34,553,11/9/2024,52,Grocery,0.48,1,Wallet,0.23,4,0.15,No,Free,32.82,Bronze
532,30-03-2025,56,Male,Port Sarahtown,High,Loyal,Referral,18-04-2025,35,1111.75,31.76,Active,25-Mar,2022.02,160,26-05-2025,74,Healthcare,0.31,3,Wallet,0.15,4,0.14,No,Premium,28.82,Gold
533,26-04-2024,44,Female,Claytonfort,Medium,Occasional,Social Media,6/12/2024,37,75.66,2.04,Inactive,24-Apr,167.43,498,8/12/2025,40,Electronics,0.98,1,Net Banking,0.07,4,0.5,No,Premium,11.85,Silver
534,12/5/2023,25,Other,Lake Frederickborough,Low,Loyal,Ads,23-12-2023,49,3292.75,67.2,Active,23-Dec,4024.7,641,1/6/2025,43,Electronics,0.56,0,UPI,0.11,5,0.68,Yes,Premium,23.49,Bronze
535,12/11/2024,46,Other,South Jamesmouth,Medium,Bargain Hunter,Ads,28-01-2025,17,2685.74,157.98,Active,24-Dec,5834.56,269,25-07-2025,5,Electronics,0.49,9,Debit Card,0.25,2,0.27,Yes,Gold,33.8,Platinum
536,13-01-2024,20,Female,Ortizview,Low,Bargain Hunter,Ads,19-02-2024,28,4347.07,155.25,Active,24-Jan,7955.18,602,23-03-2025,97,Healthcare,0.72,5,Debit Card,0.1,1,0.54,Yes,Gold,58.39,Platinum
537,21-06-2025,39,Other,Cortezbury,High,One-time,Social Media,24-06-2025,8,381.95,47.74,Inactive,25-Jun,819.47,77,9/2/2025,26,Grocery,0.81,1,Wallet,0.24,1,0.27,No,Premium,59.44,Platinum
538,20-08-2025,46,Other,South Nicholasfort,Medium,Loyal,Social Media,24-09-2025,38,3037.77,79.94,Active,25-Aug,6277.13,17,26-08-2025,49,Books,0.31,10,Debit Card,0.15,5,0.79,No,Premium,51.84,Bronze
539,8/3/2025,23,Female,Lake Jorge,Low,Bargain Hunter,Referral,23-08-2025,4,4004.34,1001.09,Inactive,25-Aug,4902.45,34,24-08-2025,69,Healthcare,0.14,0,Debit Card,0.21,1,0.77,No,Premium,20.31,Bronze
540,11/11/2024,57,Other,Port Lisa,Low,One-time,Referral,1/6/2025,41,3192.57,77.87,Inactive,24-Nov,4846.41,299,27-02-2025,25,Grocery,0.98,1,Wallet,0.07,1,0.4,Yes,Premium,54.63,Silver
541,8/3/2025,18,Female,East Karen,High,Loyal,Direct,21-09-2025,19,1163.58,61.24,Active,25-Aug,1819.93,34,8/11/2025,44,Fashion,0.84,7,UPI,0.29,5,0.87,Yes,Premium,52.35,Platinum
542,24-12-2024,45,Male,Georgeberg,High,One-time,Social Media,1/12/2025,33,4964.2,150.43,Inactive,24-Dec,10349.77,256,26-01-2025,29,Travel,0.05,0,Credit Card,0.14,4,0.13,Yes,Premium,50.25,Bronze
543,20-09-2024,30,Male,Port Charlene,Low,One-time,Ads,17-11-2024,43,2431.52,56.55,Inactive,24-Sep,5318.31,351,14-04-2025,49,Fashion,0.39,8,Wallet,0.08,1,0.29,Yes,Free,46.34,Silver
544,15-05-2025,53,Other,Fostertown,High,One-time,Direct,24-05-2025,44,3515.63,79.9,Active,25-May,8478.61,114,6/6/2025,18,Fashion,0.69,7,Credit Card,0.26,1,0.64,No,Free,46.13,Gold
545,29-10-2023,44,Male,Lake Robert,Low,High Spender,Social Media,17-12-2023,29,1910.73,65.89,Inactive,23-Oct,4211.09,678,7/9/2025,87,Healthcare,0.68,5,Credit Card,0.06,3,0.12,No,Gold,17.33,Platinum
546,15-09-2023,52,Other,Johnathanfort,Low,Loyal,Direct,27-10-2023,1,782.19,782.19,Inactive,23-Sep,1492.62,722,12/9/2023,8,Grocery,0.26,4,Net Banking,0.09,4,0.72,Yes,Premium,42.52,Platinum
547,22-06-2024,58,Female,Johnview,High,High Spender,Direct,19-07-2024,17,3561.79,209.52,Active,24-Jun,8526.95,441,2/3/2025,68,Fashion,0.17,10,Wallet,0.19,2,0.13,Yes,Free,19.78,Bronze
548,18-01-2024,45,Male,Pricemouth,Low,One-time,Direct,24-01-2024,10,3365.99,336.6,Active,24-Jan,4087.43,597,23-05-2024,90,Books,0.92,8,Wallet,0.2,4,0.39,No,Free,8.47,Silver
549,16-02-2025,20,Male,South Michael,Low,Occasional,Social Media,22-03-2025,31,4090.42,131.95,Active,25-Feb,6091.36,202,29-08-2025,10,Travel,0.32,3,Wallet,0.05,3,0.22,Yes,Gold,36.66,Bronze
550,11/5/2023,29,Male,East Ericton,Medium,Loyal,Direct,29-12-2023,40,4663.49,116.59,Active,23-Nov,11532,671,23-08-2024,96,Grocery,0.71,8,Debit Card,0.03,2,0.82,No,Gold,26.75,Silver
551,19-03-2025,36,Other,Laneton,High,One-time,Email,4/11/2025,29,3723.82,128.41,Inactive,25-Mar,5885.24,171,29-08-2025,17,Healthcare,0.74,10,Debit Card,0.05,3,0.86,Yes,Free,3.35,Bronze
552,25-11-2024,23,Female,Deanmouth,Low,Loyal,Social Media,1/9/2025,12,3684.28,307.02,Active,24-Nov,7135.57,285,1/10/2025,100,Fashion,0.87,4,Debit Card,0.28,1,0.16,Yes,Premium,2.2,Silver
553,31-05-2024,38,Female,West Kyleburgh,High,One-time,Referral,17-06-2024,25,2850.54,114.02,Active,24-May,5401.13,463,26-10-2024,51,Books,0.98,5,Net Banking,0.02,4,0.5,No,Gold,51.37,Silver
554,16-09-2023,21,Female,West Amyland,Low,Occasional,Ads,27-10-2023,18,4022.03,223.45,Inactive,23-Sep,8376.1,721,26-02-2024,80,Books,0.53,2,Net Banking,0.1,1,0.51,No,Free,17.04,Bronze
555,12/12/2023,63,Male,Port John,Medium,One-time,Ads,30-01-2024,31,2374.02,76.58,Inactive,23-Dec,5439.43,634,13-03-2025,30,Healthcare,0.66,3,UPI,0.28,5,0.4,Yes,Free,46.43,Gold
556,3/9/2024,24,Other,Corytown,Low,Bargain Hunter,Direct,4/7/2024,8,4671.94,583.99,Active,24-Mar,7777.09,546,21-02-2025,20,Travel,0.22,2,Debit Card,0.23,1,0.86,Yes,Premium,41.24,Silver
557,22-11-2024,28,Other,Port Alexanderside,Low,Bargain Hunter,Direct,26-12-2024,26,4878.4,187.63,Inactive,24-Nov,7695.96,288,9/5/2025,5,Grocery,0.32,3,UPI,0.14,3,0.81,Yes,Free,51.35,Bronze
558,30-11-2023,47,Other,South Kimberlyport,High,High Spender,Social Media,20-01-2024,33,199.61,6.05,Active,23-Nov,308.77,646,19-04-2025,79,Electronics,0.67,3,Debit Card,0,2,0.78,No,Gold,47.23,Platinum
559,25-12-2024,54,Male,Darrenton,Low,High Spender,Ads,2/2/2025,17,881.62,51.86,Active,24-Dec,1900.14,255,3/10/2025,97,Healthcare,0.21,9,Debit Card,0.12,4,0.44,No,Free,22.43,Bronze
560,13-08-2024,40,Male,New Laurenton,Medium,One-time,Ads,10/9/2024,39,572.31,14.67,Active,24-Aug,1241.38,389,5/11/2025,81,Books,0.13,5,Credit Card,0.09,4,0.49,No,Free,3.43,Silver
561,3/4/2024,44,Female,New Marieburgh,Medium,High Spender,Social Media,,0,0,0,Active,24-Mar,0,551,28-07-2024,33,Grocery,0.08,2,Credit Card,0.12,1,0.25,Yes,Gold,23.58,Silver
562,27-05-2024,54,Male,South Ann,High,High Spender,Referral,24-06-2024,45,1810.75,40.24,Inactive,24-May,2418.15,467,6/5/2025,55,Books,0.39,6,UPI,0.2,5,0.42,No,Free,11.78,Platinum
563,11/10/2024,59,Male,Port Julieview,Medium,One-time,Referral,1/2/2025,40,4962,124.05,Inactive,24-Nov,6654.97,300,11/11/2024,63,Grocery,0.39,10,Wallet,0,3,0.45,No,Free,20.69,Gold
564,14-11-2024,21,Female,Port Josephport,Low,Occasional,Social Media,18-11-2024,41,2556.91,62.36,Inactive,24-Nov,4140.44,296,3/2/2025,69,Books,0.96,10,Credit Card,0.22,4,0.53,Yes,Gold,26.88,Bronze
565,1/5/2025,43,Male,West Kyle,Low,Occasional,Social Media,23-02-2025,3,3101.33,1033.78,Active,25-Jan,7659.1,244,6/2/2025,47,Healthcare,0.03,9,Credit Card,0.18,2,0.89,No,Premium,53.47,Gold
566,24-03-2025,25,Male,North Kyleton,High,One-time,Email,4/10/2025,21,413.98,19.71,Active,25-Mar,1011.99,166,14-06-2025,1,Fashion,0.48,1,Debit Card,0.08,2,0.86,Yes,Premium,23.79,Bronze
567,5/7/2025,28,Other,North Bobbyville,Medium,High Spender,Ads,23-06-2025,27,115.65,4.28,Active,25-May,160.34,122,30-08-2025,17,Fashion,0.52,2,Wallet,0.03,4,0.28,No,Premium,3.26,Bronze
568,16-03-2024,59,Male,New Patricia,Low,High Spender,Email,22-03-2024,34,859.19,25.27,Active,24-Mar,1354.36,539,6/11/2024,20,Healthcare,0.84,5,Debit Card,0.03,3,0.56,No,Premium,33.09,Platinum
569,27-09-2024,42,Male,Lake Wandachester,Low,One-time,Referral,11/6/2024,6,1232.63,205.44,Inactive,24-Sep,1926.53,344,16-10-2024,20,Grocery,0.74,10,Credit Card,0.13,4,0.73,Yes,Premium,56.88,Platinum
570,24-07-2024,19,Female,East Douglasmouth,High,One-time,Social Media,8/12/2024,4,2799.44,699.86,Active,24-Jul,4016.86,409,23-09-2024,60,Electronics,0.45,10,Debit Card,0.23,1,0.43,No,Gold,3.58,Silver
571,25-12-2023,50,Female,Lake Patrickchester,Medium,Bargain Hunter,Social Media,27-12-2023,45,1078.39,23.96,Inactive,23-Dec,1777.81,621,17-11-2024,24,Travel,0.18,6,UPI,0.16,2,0.47,No,Premium,25.33,Gold
572,24-12-2024,48,Other,Ericaland,High,Occasional,Email,30-12-2024,44,3721.23,84.57,Active,24-Dec,6449.36,256,5/10/2025,12,Books,0.77,4,Wallet,0.13,2,0.45,No,Gold,10.81,Platinum
573,25-05-2024,37,Female,South Yvonneburgh,Medium,Loyal,Referral,14-06-2024,33,2878.91,87.24,Inactive,24-May,5119.42,469,14-03-2025,17,Grocery,0.59,6,Debit Card,0.25,3,0.32,Yes,Premium,59.8,Gold
574,19-08-2025,31,Other,New Angela,Medium,Occasional,Ads,9/4/2025,19,2694.41,141.81,Inactive,25-Aug,3800.14,18,9/4/2025,98,Healthcare,0.88,9,UPI,0.14,2,0.31,No,Free,56.83,Bronze
575,9/2/2025,33,Male,North Michealport,Low,Bargain Hunter,Direct,15-09-2025,4,2116.63,529.16,Inactive,25-Sep,3544.31,4,9/4/2025,1,Books,0.74,0,UPI,0.17,2,0.66,Yes,Free,32.68,Silver
576,9/3/2024,31,Male,East Todd,Medium,Loyal,Direct,10/12/2024,21,384.56,18.31,Inactive,24-Sep,932.01,368,1/1/2025,75,Books,0.02,3,Net Banking,0.2,2,0.17,No,Premium,39.25,Gold
577,6/6/2024,62,Female,New Kenneth,Low,Loyal,Email,29-06-2024,2,1669.72,834.86,Inactive,24-Jun,2420.69,457,12/12/2024,23,Travel,0.6,9,UPI,0.22,5,0.21,No,Free,35.28,Silver
578,17-10-2024,24,Other,East David,High,One-time,Direct,12/5/2024,31,3630.38,117.11,Inactive,24-Oct,5168.73,324,14-02-2025,27,Books,0.83,7,Net Banking,0.2,1,0.25,Yes,Gold,17.61,Silver
579,30-04-2025,58,Other,East Sonia,Medium,One-time,Social Media,6/9/2025,24,3973.11,165.55,Active,25-Apr,6894.1,129,19-07-2025,82,Grocery,0.56,1,Credit Card,0.03,1,0.67,No,Premium,16.63,Silver
580,17-07-2025,46,Other,Clineport,High,One-time,Referral,23-07-2025,48,4980.88,103.77,Active,25-Jul,8115.54,51,23-07-2025,28,Fashion,0.14,6,Debit Card,0.24,2,0.73,Yes,Free,51.59,Platinum
581,26-05-2025,59,Other,Lake Kari,Low,One-time,Email,24-06-2025,35,2859.82,81.71,Active,25-May,6238.49,103,29-05-2025,15,Electronics,0.4,1,UPI,0.07,5,0.43,Yes,Gold,48.77,Silver
582,31-07-2025,22,Male,Parsonsport,High,High Spender,Email,29-09-2025,18,1431.57,79.53,Inactive,25-Jul,3222.63,37,29-08-2025,7,Electronics,0.99,0,UPI,0.18,1,0.82,No,Free,31.55,Bronze
583,15-12-2024,60,Male,West Andreaton,Low,Loyal,Email,31-12-2024,11,4397.33,399.76,Active,24-Dec,9686.53,265,30-07-2025,43,Electronics,0.05,7,Credit Card,0.08,2,0.32,No,Free,44.89,Bronze
584,1/8/2025,42,Male,Danielsbury,Low,Occasional,Referral,,0,0,0,Inactive,25-Jan,0,241,6/1/2025,28,Books,0.49,0,Credit Card,0.18,5,0.75,Yes,Gold,56.61,Gold
585,7/12/2024,30,Other,Martinezshire,Low,High Spender,Social Media,15-08-2024,20,289.85,14.49,Inactive,24-Jul,607.76,421,17-01-2025,54,Books,0.35,10,Net Banking,0.09,5,0.54,Yes,Premium,50.42,Silver
586,31-07-2024,23,Other,East Rhonda,Low,Bargain Hunter,Referral,9/9/2024,3,2760.55,920.18,Active,24-Jul,5915.85,402,13-08-2024,39,Electronics,0.95,4,Credit Card,0.12,5,0.31,Yes,Premium,36.81,Platinum
587,6/10/2024,22,Female,Coreymouth,High,Bargain Hunter,Ads,26-06-2024,48,2399.86,50,Active,24-Jun,4336.92,453,3/6/2025,41,Fashion,0.72,0,UPI,0.01,4,0.3,No,Gold,11.5,Gold
588,10/11/2024,19,Male,Parkschester,Medium,Bargain Hunter,Email,14-11-2024,47,597.79,12.72,Inactive,24-Oct,978.1,330,9/1/2025,87,Fashion,0.89,8,Wallet,0.01,4,0.37,No,Free,46.78,Silver
589,12/12/2024,51,Other,South Sandra,Low,Loyal,Ads,25-01-2025,35,4452.59,127.22,Active,24-Dec,6304.64,268,17-04-2025,65,Fashion,0.66,9,Credit Card,0.19,4,0.77,No,Gold,18.55,Bronze
590,21-06-2024,44,Other,North Steventon,High,High Spender,Direct,24-06-2024,8,2055.05,256.88,Inactive,24-Jun,3577.87,442,3/5/2025,13,Healthcare,0.99,3,UPI,0.11,1,0.17,Yes,Free,49.1,Gold
591,4/5/2025,29,Male,Bakerville,Low,One-time,Ads,17-04-2025,7,531.87,75.98,Active,25-Apr,993.16,154,24-06-2025,67,Grocery,0.06,8,UPI,0.17,2,0.77,No,Gold,56.66,Bronze
592,3/6/2024,33,Other,Bryanborough,High,Occasional,Ads,20-03-2024,48,2353.03,49.02,Active,24-Mar,3031.35,549,26-07-2024,90,Books,0.23,6,Debit Card,0.22,3,0.53,No,Gold,29.54,Platinum
593,16-01-2025,19,Female,Transhire,Medium,Bargain Hunter,Email,3/1/2025,32,3801.38,118.79,Active,25-Jan,5060.41,233,22-08-2025,35,Books,0.23,8,Credit Card,0.02,1,0.79,No,Gold,56.28,Platinum
594,3/2/2025,37,Male,Kevinside,Low,Bargain Hunter,Direct,22-03-2025,34,356.89,10.5,Active,25-Mar,751.35,188,6/4/2025,10,Electronics,0.54,8,Wallet,0.19,5,0.49,No,Free,39.14,Bronze
595,30-11-2024,21,Male,North Davidbury,Low,Loyal,Social Media,20-01-2025,3,982.92,327.64,Inactive,24-Nov,1440.69,280,12/11/2024,48,Books,0.72,0,UPI,0.21,4,0.52,No,Premium,49.9,Gold
596,24-07-2024,18,Male,Robertchester,Medium,One-time,Social Media,8/9/2024,38,3060.81,80.55,Inactive,24-Jul,4693.28,409,14-03-2025,81,Travel,0.74,2,Credit Card,0.16,2,0.16,No,Free,49.08,Silver
597,30-07-2024,55,Other,Lake Jenniferbury,Low,Occasional,Ads,,0,0,0,Active,24-Jul,0,403,17-10-2024,70,Grocery,0.1,8,UPI,0.06,2,0.1,No,Free,12.03,Gold
598,27-04-2025,56,Female,Jasonbury,Low,Occasional,Social Media,5/8/2025,33,2741.77,83.08,Active,25-Apr,3834.65,132,8/12/2025,31,Electronics,0.43,6,Wallet,0.1,1,0.64,Yes,Gold,10.75,Gold
599,24-05-2024,25,Other,Scottshire,High,Bargain Hunter,Email,27-05-2024,40,4533.8,113.34,Inactive,24-May,5893.02,470,6/12/2025,2,Fashion,0.69,10,Wallet,0.27,2,0.4,No,Gold,18.72,Gold
600,23-10-2023,51,Female,Lake Jenniferton,Medium,Bargain Hunter,Social Media,16-11-2023,30,3432.59,114.42,Inactive,23-Oct,7303.51,684,20-05-2025,78,Grocery,0.97,3,UPI,0.15,5,0.34,No,Free,56.08,Platinum
601,1/3/2025,44,Male,North Michael,High,High Spender,Social Media,26-01-2025,30,4804.47,160.15,Active,25-Jan,6676.11,246,15-04-2025,30,Healthcare,0.4,8,Net Banking,0.11,5,0.47,No,Premium,36.72,Platinum
602,11/7/2023,26,Female,North Jessicaberg,Medium,One-time,Email,14-11-2023,9,666.53,74.06,Inactive,23-Nov,1005.03,669,8/5/2025,11,Books,0.85,5,Debit Card,0.27,5,0.6,Yes,Gold,52.85,Silver
603,13-02-2024,19,Female,New Tara,Medium,Loyal,Email,27-03-2024,42,4036.09,96.1,Active,24-Feb,6572.42,571,2/8/2025,3,Books,0.78,8,Debit Card,0.27,4,0.88,No,Gold,7.13,Platinum
604,27-09-2023,20,Other,North Jamie,Low,Loyal,Ads,13-10-2023,5,1856.25,371.25,Active,23-Sep,3235.37,710,23-07-2024,41,Healthcare,0.16,3,UPI,0.26,3,0.39,No,Premium,36.63,Bronze
605,19-07-2025,48,Other,Port Mariaburgh,High,Loyal,Direct,9/11/2025,29,223.51,7.71,Inactive,25-Jul,437.69,49,14-08-2025,46,Grocery,0.68,0,Credit Card,0.15,5,0.77,No,Free,37.97,Silver
606,7/11/2024,21,Male,Sheilaburgh,Low,Bargain Hunter,Email,9/4/2024,43,852.67,19.83,Active,24-Jul,1727.94,422,12/12/2024,61,Fashion,0.31,4,Wallet,0.19,4,0.4,No,Gold,40.12,Platinum
607,14-02-2024,24,Female,South Barryland,Medium,High Spender,Email,23-02-2024,8,4286.05,535.76,Active,24-Feb,8605.49,570,23-07-2025,51,Grocery,0.71,8,Wallet,0.13,3,0.52,Yes,Gold,52.21,Bronze
608,17-01-2025,57,Male,Lake Laura,High,One-time,Email,3/7/2025,19,1487.45,78.29,Active,25-Jan,2677.45,232,21-06-2025,39,Books,0.81,10,UPI,0.1,5,0.41,Yes,Free,45.01,Platinum
609,27-04-2025,56,Female,Lauramouth,Medium,High Spender,Email,6/12/2025,48,3840.34,80.01,Inactive,25-Apr,9509.92,132,27-04-2025,23,Grocery,0.09,9,Debit Card,0.26,2,0.56,No,Premium,33.72,Bronze
610,30-07-2025,41,Female,Lake Michael,Low,Loyal,Direct,23-09-2025,39,2428.36,62.27,Inactive,25-Jul,5004.31,38,25-08-2025,13,Grocery,0.08,2,Credit Card,0.11,3,0.76,Yes,Premium,51.45,Bronze
611,13-09-2023,22,Male,Alexanderchester,High,One-time,Referral,11/6/2023,12,3121.69,260.14,Active,23-Sep,4035.54,724,10/1/2024,62,Grocery,0.05,2,UPI,0.14,2,0.18,Yes,Premium,48.95,Silver
612,18-08-2024,64,Male,East John,High,High Spender,Referral,19-09-2024,26,3632.73,139.72,Active,24-Aug,7962.73,384,19-08-2025,40,Travel,0.04,10,UPI,0.1,4,0.37,No,Gold,50.77,Bronze
613,14-10-2023,35,Other,Barreraburgh,High,Loyal,Direct,16-10-2023,2,264.03,132.01,Inactive,23-Oct,589.02,693,14-04-2024,76,Healthcare,0.15,4,Wallet,0.21,4,0.17,Yes,Gold,40.17,Bronze
614,25-05-2024,30,Female,Webbbury,Medium,Bargain Hunter,Referral,6/10/2024,20,382.82,19.14,Active,24-May,741.01,469,13-08-2024,19,Healthcare,0.62,5,Credit Card,0.08,1,0.68,No,Free,44.88,Gold
615,15-06-2024,48,Female,Gibsonshire,Medium,Bargain Hunter,Social Media,8/11/2024,26,2856.67,109.87,Inactive,24-Jun,4015.26,448,1/5/2025,18,Travel,0.64,5,Wallet,0.01,5,0.38,No,Free,3.95,Gold
616,8/7/2024,53,Other,Tiffanyhaven,Low,Bargain Hunter,Referral,24-08-2024,8,1306.77,163.35,Inactive,24-Aug,1759.65,395,22-10-2024,87,Healthcare,0.3,2,UPI,0.23,5,0.85,Yes,Free,11.2,Gold
617,19-11-2024,41,Female,Port Jessica,High,One-time,Ads,21-12-2024,50,4260.54,85.21,Active,24-Nov,6311.18,291,8/8/2025,19,Electronics,0.78,9,Debit Card,0.01,1,0.15,No,Free,15.1,Gold
618,8/10/2025,65,Other,Davismouth,High,Occasional,Direct,16-09-2025,39,2513.36,64.45,Active,25-Aug,3870.32,27,16-08-2025,33,Healthcare,0.94,1,Wallet,0.15,4,0.73,No,Free,25.34,Gold
619,5/3/2024,28,Other,Port Johnny,Medium,Bargain Hunter,Social Media,,0,0,0,Active,24-May,0,491,6/6/2025,89,Books,0.56,6,Credit Card,0.12,3,0.24,No,Gold,45.35,Gold
620,31-07-2025,57,Male,North Terri,Medium,One-time,Social Media,8/12/2025,7,3386.68,483.81,Inactive,25-Jul,8195.92,37,8/3/2025,7,Travel,0.6,9,Credit Card,0.1,2,0.4,No,Gold,15.25,Gold
621,4/1/2024,23,Other,Jamestown,Low,High Spender,Referral,4/6/2024,8,1979.31,247.41,Inactive,24-Apr,3218.41,523,5/5/2025,36,Healthcare,0.56,9,Credit Card,0.07,1,0.16,Yes,Free,19.78,Silver
622,2/11/2025,21,Female,Davidmouth,Medium,Bargain Hunter,Email,20-03-2025,27,3864.94,143.15,Active,25-Feb,7750.12,207,13-08-2025,51,Travel,0.26,5,Net Banking,0.04,5,0.56,No,Gold,54.88,Gold
623,1/2/2024,48,Other,Lauraborough,Medium,Occasional,Direct,15-02-2024,31,3009.52,97.08,Active,24-Jan,5701.99,613,4/12/2024,12,Books,0.07,1,Credit Card,0.06,5,0.56,Yes,Gold,41.66,Bronze
